abstract;author;categories;citable_docs._(3years);cites_/_doc._(2years);country;coverage;doi;eigenfactor_score;h_index;isbn;issn;issn1;issn2;issn3;jcr_value;keywords;publisher_x;publisher_y;ref._/_doc.;region;scimago_value;sjr_best_quartile;sourceid;title_csv;title_bib;total_cites;total_cites_(3years);total_docs._(2020);total_docs._(3years);total_refs.;type;type_publication;year
This paper presents a hybrid deep forest approach for outlier detection and fault diagnosis. Isolation forest algorithm is combined with Pearson's correlation coefficient for outlier detection. The physical significance of outliers detected by the proposed algorithm is explained by origin analysis, which is rarely mentioned in existing studies. In addition, a novel non-neural network deep learning model-cascade forest model is proposed to fault diagnosis of HVAC system for the first time to achieve high precision accuracy in low-dimensional features. The proposed approach is validated with the refrigerant charge fault of VRF system. The results show that the isolation forest algorithm can improve the performance of fault diagnosis model and the mainly outliers of VRF system are defrosting data. The IF-CF model has short operation time, and high accuracy in low-dimensional features. When the dimension drops to 6, the accuracy of the IF-CF model is 94.16%, which is 5.26%, 10.02%, 5.87% and 3.34% higher than the IF-MLP, IF-BPNN, IF-SVM and IF-LSTM models, respectively. Moreover, IF-CF model does not require complex hyper-parameter optimization strategy because its maximum accuracy difference in different hyper-parameters is 2.04%. This study is enlightening which may inspire the potential of outlier detection technology and deep learning in HVAC field.;Yuke Zeng and Huanxin Chen and Chengliang Xu and Yahao Cheng and Qijian Gong;"Building and Construction (Q1); Mechanical Engineering (Q1)";1061.0;385.0;United Kingdom;1978-2020;10.1016/j.ijrefrig.2020.08.014;;116.0;;01407007;01407007;01407007;01407007;;Variable refrigerant flow system, Outlier detection, Fault diagnosis, Deep forest model, Système à débit de frigorigène variable, Méthode de détection des valeurs aberrantes, Diagnostic des défaillances, Modèle de forêt neuronale profonde;Elsevier Ltd.;;3476.0;Western Europe;1497.0;Q1;16113.0;International journal of refrigeration;A hybrid deep forest approach for outlier detection and fault diagnosis of variable refrigerant flow system;;4287.0;371.0;1104.0;12895.0;journal;article;2020
Globalization has integrated nations into a world economy. Based on the world input-output database (WIOD), this paper explored the energy use of the world economy under a household-consumption-based MRIO (multi-region input-output) accounting scheme. Pertaining to normative economics, the household-consumption-based MRIO accounting scheme corresponds to the value judgement of household consumption being the ultimate driver of the economy, which complements existing accounting methods based on different viewpoints. The energy use associated with the internationally traded products is calculated to be around one-fifth of the global total energy consumption. For China as the largest exporter and also the biggest deficit economy in terms of energy use, its trade imbalance is nearly the summation of that of the United States, the United Kingdom, Japan and Germany. Energy self-sufficiency rates by supply and by demand are respectively proposed. While the United States economy as the largest importer maintains the majority of the energy welfare denoted by the onsite energy use at home, China exports large quantities of energy use abroad. For economies like Germany, South Korea and Taiwan, they could be regarded as hubs that export a considerable amount of energy use abroad and absorb massive energy use from outside simultaneously. For sustainable use of energy resources, economies are suggested to carefully identify their roles in the global trading network of energy use.;G.Q. Chen and X.D. Wu and Jinlan Guo and Jing Meng and Chaohui Li;"Economics and Econometrics (Q1); Energy (miscellaneous) (Q1)";1072.0;710.0;Netherlands;1979-2019;10.1016/j.eneco.2019.05.019;0.02456;152.0;;01409883;01409883;18736181;01409883;7.042;World economy, Household-consumption-based MRIO accounting, Energy use, Trade imbalance, Hubs;Elsevier;;5818.0;Western Europe;2500.0;Q1;29374.0;Energy economics;Global overview for energy use of the world economy: household-consumption-based accounting based on the world input-output database (wiod);26186.0;8195.0;378.0;1081.0;21992.0;journal;article;2019
A comprehensive database containing data on approximately 2700 buildings and 6000 full-scale measured period samples was constructed through massive literature searching and stringent data filtering. The newly emerged maximal information coefficient method, which is suitable for large data set statistical analysis, was adopted in conjunction with Kruskal–Wallis analysis of variance to identify factors that significantly affect a building’s fundamental period. It was quantitatively verified that height, predominant structural material, and lateral-force resisting system are the three most important influencing factors. Subsequently, height was used as the dominant regression variable, and material and lateral-force resisting system were used as categorical variables, predictive models in combination with confidence intervals of the fundamental period are provided for multi-factors, including four material types and three structural types. In addition, multi-level empirical formulas of the natural period in other five modes (two translational and three torsional) are provided on the basis of the regression results of the fundamental period. All these predictive models can effectively reflect the tendency of the median and the rational scope of variability of the natural period of buildings.;Zetao Wang and Jun Chen and Jiaxu Shen;Civil and Structural Engineering (Q1);3259.0;477.0;United Kingdom;1970, 1978-2020;10.1016/j.engstruct.2021.112622;0.0431;141.0;;01410296;18737323;01410296;18737323;4.471;Natural period of building, Database, Maximal information coefficient, Kruskal–Wallis ANOVA, Empirical formula, Confidence interval, Rational scope;Elsevier BV;;4387.0;Western Europe;1567.0;Q1;15652.0;Engineering structures;Multi-factor and multi-level predictive models of building natural period;43208.0;16421.0;1262.0;3267.0;55358.0;journal;article;2021
Mobile short video-based product sales sharing sites like YouTube and Tudor have many established user content for creating and distributing shares. The increasing number of mobile devices for product sales leads to the upcoming new 5G technology roadmap for embedded systems and 5G network connectivity. As these are the main sources of 5G information and online activities for consumers, mobile phone short films are rapidly being replaced by embedded systems. As the demand for more embedded system devices and applications continues to grow, supported bandwidth is also essential to meet this growing connection demand. The existing system does not allocate the product sales data upload bandwidth size. The system proposed here focuses on user upload bandwidth allocation, one of the basic resources of a short video sharing system with product details. Its allocation upload bandwidth Recurrent Neural Network (RNN) algorithm is proposed in a centralized or decentralized way and evaluated for balancing widely used strategies (equal allocation) and a mobile short video. Embedded systems are responsible for running professional product sales and control applications consistently and predictably. Development while using the microprocessor is also important. It increases the need to process product sales to handle the bandwidth, latency requirements, product sales data and data generated from multiple connected devices. It's a big challenge for the industry to data and data capabilities.;Lu Zheng and Shikun Liu;"Artificial Intelligence (Q3); Computer Networks and Communications (Q3); Hardware and Architecture (Q3); Software (Q3)";423.0;234.0;Netherlands;1978-2020;10.1016/j.micpro.2021.103831;0.00207;38.0;;01419331;01419331;01419331;01419331;1.525;Recurrent Neural Network (RNN), Mobile short video, Product sales data upload bandwidth size, Embedded systems, 5G technology;Elsevier;;2771.0;Western Europe;323.0;Q3;15552.0;Microprocessors and microsystems;Research on the strategy of mobile short video in product sales based on 5g network and embedded system;1490.0;962.0;462.0;428.0;12804.0;journal;article;2021
Cyber-physical power systems (CPPS) are interconnected architectures that interact with the physical power system environment by utilizing communication, control, and computing resources. Enterprise, industries, and critical infrastructure rely on CPPS. As a result of their critical importance, they are prime targets for cyberattacks aimed at disrupting their operations. CPPS are mission-critical, attacks on them can have disastrous consequences. CPPS security can be improved by utilizing testbed capabilities to replicate power system operations, discover threats, develop sustainable cybersecurity solutions, and evaluate grid operation in physical fault-induced or cyberattack scenarios. This Part-II paper reviews the CPPS testbeds in the view of the testbed type, targeted research area, CPPS domain, and communication infrastructure with the fusion of physical and cyber systems. Furthermore, this review gives an outline, framework, and application-based assessment of various industry and institutional testbeds. The design process of CPPS testbeds is reviewed first in this paper(Part-II), followed by description of the classification of CPPS testbeds for cyberattacks and sustainable cybersecurity analysis in CPPS. A brief overview of CPPS testbeds in various academic institutions, R&D laboratories, and industries are provided and each testbed is evaluated using the eleven proposed assessment criteria. Finally, the current issues and future research directions for CPPS testbeds to develop a secure and sustainable electric power grid are discussed. The Part-I paper reviewed the major research areas in CPPS, the importance of cyberattack testbeds, and long-term cybersecurity analysis in CPPS, as well as the NIST framework for CPS, CPPS domains and research areas.;Rajaa Vikhram Yohanandhan and Rajvikram Madurai Elavarasan and Rishi Pugazhendhi and Manoharan Premkumar and Lucian Mihet-Popa and Vladimir Terzija;"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1)";1355.0;562.0;United Kingdom;1970, 1979-2021;10.1016/j.ijepes.2021.107721;;130.0;;01420615;01420615;01420615;01420615;;Critical infrastructure protection, Cyber attack, Cyber-physical power system testbed, Cyber security, Real-time testbed, Smart grid, Sustainability;Elsevier Ltd.;;3679.0;Western Europe;1050.0;Q1;17985.0;International journal of electrical power and energy systems;A holistic review on cyber-physical power system (cpps) testbeds for secure and sustainable electric power grid – part – ii: classification, overview and assessment of cpps testbeds;;7494.0;839.0;1355.0;30866.0;journal;article;2022
Modern Chinese cities are defined from the administrative view and classified into several administrative categories, which makes it inconsistent between Chinese cities and their counterparts in western countries. Without easy access to fine-scale data, researchers have to rely heavily on statistical and aggregated indicators available in officially released yearbooks, to understand Chinese city system. Not to mention the data quality of yearbooks, it is problematic that a large number of towns or downtown areas of counties are not addressed in yearbooks. To address this issue, as a following study of Long et al. (2016), we have redefined the Chinese city system, using percolation theory in the light of newly emerging big/open data. In this paper, we propose our alternative definition of a city with road/street junctions, and present the methodology for extracting city system for the whole country with national wide road junctions. A city is defined as “a spatial cluster with a minimum of 100 road/street junctions within a 300 m distance threshold”. Totally we identify 4629 redefined cities with a total urban area of 64,144 km2 for the whole China. We observe total city number increases from 2273 in 2009 to 4629 in 2014. We find that expanded urban area during 2009 and 2014, comparing with urban areas in 2009 are associated with 73.3% road junction density, 25.3% POI density and 5.5% online comment density. In addition, we benchmark our results with the conventional Chinese city system by using yearbooks.;Ying Long;"Environmental Science (miscellaneous) (Q1); Forestry (Q1); Geography, Planning and Development (Q1); Tourism, Leisure and Hospitality Management (Q1)";495.0;440.0;Netherlands;1980-2020;10.1016/j.apgeog.2016.08.002;0.00938;99.0;;01436228;01436228;01436228;01436228;4.240;Urban morphology, Urban function, Human activity, Street network, City evolution;Elsevier BV;;6422.0;Western Europe;1165.0;Q1;27471.0;Applied geography;Redefining chinese city system with emerging new data;10205.0;2353.0;156.0;497.0;10019.0;journal;article;2016
"ABSTRACT
Citizen observatories that incorporate participatory sensing can complement traditional and automated data collection methods for mobility planning and increase the level of participation of citizens in transport planning. The process of developing such an online environment is not only time-consuming and costly, but it would also require an extensive knowledge of computer programming. This is one of the main barriers to the proliferation of citizen observatories. Therefore, this paper develops a conceptual framework of a citizen observatory platform that does not require special skills or resources. It would enable the collection, analysis and exchange of quantitative and qualitative mobility-related data by citizens. We have reviewed 69 participatory sensing applications in the field of mobility to derive the essential building stones of such an observatory. We identified the requirements considering eight criteria: campaign management, objective, context, data types, sensing technology, motivation of data collectors, validation and representativeness, visualisation and reporting. Some concerns regarding representativeness of data, motivation of data collectors, accuracy of sensors and validated algorithms for indicators are also raised.";Imre Keseru and Nils Wuytens and Cathy Macharis;Transportation (Q1);106.0;934.0;United Kingdom;1981-2020;10.1080/01441647.2018.1536089;0.00476;82.0;;01441647;01441647;14645327;01441647;9.643;participatory sensing, citizen observatory, mobility surveys, smartphones, citizen science, citizen participation;Routledge;;7381.0;Western Europe;3046.0;Q1;98982.0;Transport reviews;Citizen observatory for mobility: a conceptual framework;4598.0;1233.0;52.0;124.0;3838.0;journal;article;2019
The ecology driving the remodeling of gut microbial consortia with dietary fiber intervention remains incomplete. We investigated the short-term dynamics of the gut microbiota and metabolic function during inulin fermentation with distinct microbiota from two swine breeds using an in vitro fermentation model. Different gut microbiota at a transient temporal time displayed a similar response to inulin intervention such as the similar fermentation stage and a rapid response followed by gradual stabilization of microbial diversity. Inulin-induced bacterial succession and individual metabolic change were determined by the original microbial compositions, in particular the α-diversity. Levels of short-chain fatty acids (SCFAs) were predictable with the key bacteria by the regression model, especially butyrate was associated with the abundance and ecological interactions of Lactobacillus delbrueckii, Bifidobacterium thermophilum and Megasphaera elsdenii. This study emphasizes the importance of complex ecology to understand fiber-induced microbiome and metabolic changes, thus providing a reference for predictable dietary responses.;Siyu Wei and Cheng Wang and Qifan Zhang and Hui Yang and Edward C. Deehan and Xin Zong and Yizhen Wang and Mingliang Jin;"Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)";3787.0;915.0;United Kingdom;1981-2021;10.1016/j.carbpol.2022.120057;0.06756000000000001;208.0;;01448617;18791344;01448617;18791344;9.381;Dietary fiber, Gut microbiota, Individual variability, Butyrate, Swine;Elsevier Ltd.;;5411.0;Western Europe;1639.0;Q1;25801.0;Carbohydrate polymers;Dynamics of microbial communities during inulin fermentation associated with the temporal response in scfa production;104569.0;33899.0;1448.0;3791.0;78352.0;journal;article;2022
"Background
In 1996, the ISPCAN Working Group on Child Maltreatment Data (ISPCAN-WGCMD) was established to provide an international forum in which individuals, who deal with child maltreatment data in their respective professional roles, can share concerns and solutions.
Objective
This commentary describes some of the key features and the status of child maltreatment related data collection addressed by the ISPCAN-WGCMD.
Methods
Different types of data collection methods including self-report, sentinel, and administrative data designs are described as well as how they address different needs for information to help understand child maltreatment and systems of prevention and intervention.
Results
While still lacking in many parts of the world, access to child maltreatment data has become much more widespread, and in many places a very sophisticated undertaking.
Conclusion
The ISPCAN-WGCMD has been an important forum for supporting the continued development and improvement in the global effort to understand and combat child maltreatment thus contributing to the long term goals of the UN Convention on the Rights of the Child. Nevertheless, based on what has been learned, even greater efforts are required to improve data in order to effectively combat child maltreatment.";John D. Fluke and Lil Tonmyr and Jenny Gray and Leonor {Bettencourt Rodrigues} and Flora Bolter and Scottye Cash and Andreas Jud and Franziska Meinck and Abigail {Casas Muñoz} and Melissa O’Donnell and Rhiannon Pilkington and Leemoy Weaver;"Developmental and Educational Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Social Work (Q1)";870.0;364.0;United Kingdom;1977-2020;10.1016/j.chiabu.2020.104650;;144.0;;01452134;01452134;01452134;01452134;;Child maltreatment data, Linked data, Data collection, Data analysis, Self-report data, Administrative data, Sentinel data, Data collection ethics, International comparison, Child maltreatment data utilization, Evaluation, Decision-making;Elsevier Ltd.;;5539.0;Western Europe;1552.0;Q1;24451.0;Child abuse and neglect;Child maltreatment data: a summary of progress, prospects and challenges;;3737.0;401.0;901.0;22211.0;journal;article;2021
"The inaugural Cyber-security Research Ethics Dialogue &amp; Strategy Workshop was held on May 23, 2013, in conjunction with the IEEE Security Privacy Symposium in San Francisco, California. CREDS embraced the theme of ""ethics-by-design"" in the context of cyber security research, and aimed to: Educate participants about underlying ethics principles and applications;Discuss ethical frameworks and how they are applied across the various stakeholders and respective communities who are involved;Impart recommendations about how ethical frameworks can be used to inform policymakers in evaluating the ethical underpinning of critical policy decisions;Explore cyber security research ethics techniques,tools,standards and practices so researchers can apply ethical principles within their research methodologies; andDiscuss specific case vignettes and explore the ethical implications of common research acts and omissions.";Kenneally, Erin and Bailey, Michael;"Computer Networks and Communications (Q2); Software (Q2)";121.0;213.0;United States;1995-2020;10.1145/2602204.2602217;;170.0;;01464833;19435819;01464833;19435819;;trust, network measurement, cyber security, law, ethics;Association for Computing Machinery (ACM);Association for Computing Machinery;3153.0;Northern America;542.0;Q2;13683.0;Computer communication review;"Cyber-security research ethics dialogue &amp; strategy workshop";;362.0;36.0;128.0;1135.0;journal;article;2014
The HERMES collaboration has collected many millions of deep-inelastic lepton-nucleon scattering events during the years 1995–2000, i. e. the first phase of the experiment. Longitudinally polarised electron or positron beams in the HERA electron storage ring were incident on longitudinally polarised internal atomic gas targets as well as several nuclear gas targets. The primary goal of the HERMES experiment is the study of the spin structure of the nucleon. High precision measurements of double-spin asymmetries in inclusive and semi-inclusive scattering from undiluted polarised atomic hydrogen, deuterium and 3He gas targets are presented. These data represent the world's most precise experimental determination to date of the separate contributions of the spin of up, down and strange quarks to the spin of the nucleon, and the first direct indication of a positive gluon polarisation. The observation of single-spin asymmetries in the azimuthal distributions of hadrons in semi-inclusive deep-inelastic scattering from longitudinally polarised targets is also presented. These single-spin asymmetries can be related to transversity, the only unmeasured of the three leading twist parton distribution functions. Moreover, first measurements of single-spin asymmetries in hard exclusive production of real photons and of pions are reported. Such data can be interpreted in the framework of generalised parton distributions, which is also used when discussing new data on hard exclusive electro-production of the vector mesons ϱ, ω and φ. Finally some results from measurement of longitudinal spin transfer in electro-production of Λ hyperons, and of transverse Λ polarisation in quasi-real photo-production are discussed.;K. Rith;Nuclear and High Energy Physics (Q1);96.0;2905.0;Netherlands;1978-2020;10.1016/S0146-6410(02)00157-6;0.0072900000000000005;128.0;;01466410;01466410;01466410;01466410;16.281;;Elsevier;;26002.0;Western Europe;7159.0;Q1;29488.0;Progress in particle and nuclear physics;Spin asymmetries in deep-inelastic electron-nucleon scatering - selected hermes results;4714.0;2579.0;41.0;96.0;10661.0;journal;article;2002
;Kevin E. Fisher and Geoffrey H. Smith and Stewart G. Neill and Michael R. Rossi;"Cancer Research (Q2); Oncology (Q2)";159.0;275.0;United States;1976-2020;10.1016/j.currproblcancer.2014.08.004;0.0019399999999999999;37.0;;01470272;01470272;15356345;01470272;3.187;;Mosby Inc.;;3211.0;Northern America;1146.0;Q2;29325.0;Current problems in cancer;Section i: integrating laboratory medicine with tissue specimens;1111.0;534.0;84.0;170.0;2697.0;journal;article;2014
Data is considered the new oil of the economy, but privacy concerns limit their use, leading to a widespread sense that data analytics and privacy are contradictory. Yet such a view is too narrow, because firms can implement a wide range of methods that satisfy different degrees of privacy and still enable them to leverage varied data analytics methods. Therefore, the current study specifies different functions related to data analytics and privacy (i.e., data collection, storage, verification, analytics, and dissemination of insights), compares how these functions might be performed at different levels (consumer, intermediary, and firm), outlines how well different analytics methods address consumer privacy, and draws several conclusions, along with future research directions.;Jaap Wieringa and P.K. Kannan and Xiao Ma and Thomas Reutterer and Hans Risselada and Bernd Skiera;Marketing (Q1);1315.0;738.0;United States;1973-2021;10.1016/j.jbusres.2019.05.005;0.035230000000000004;195.0;;01482963;01482963;01482963;01482963;7.550;;Elsevier Inc.;;8340.0;Northern America;2049.0;Q1;20550.0;Journal of business research;Data analytics in a privacy-concerned world;46935.0;11507.0;878.0;1342.0;73221.0;journal;article;2021
The purpose of this paper is to develop an insight and review the effect of FinTech development against the broader environment in financial technology. We further aim to offer various perspectives in order to aid the understanding of the disruptive potential of FinTech, and its implications for the wider financial ecosystem. By drawing upon very recent and highly topical research on this area this study examines the implications for financial institutions, and regulation especially when technology poses a challenge to the global banking and regulatory system. It is driven by a wide-ranging overview of the development, the current state, and possible future of fintech. This paper attempts to connect practitioner-led and academic research. While it draws on academic research, the perspective it takes is also practice-oriented. It relies on the current academic literature as well as insights from industry sources, action research and other publicly available commentaries. It also draws on professional practitioners’ roundtable discussions, and think-tanks in which the author has been an active participant. We attempt to interpret banking, and regulatory issues from a behavioural perspective. The last crisis exposed significant failures in regulation and supervision. It has made the Financial Market Law and Compliance a key topic on the current agenda. Disruptive technological change also seems to be important in investigating regulatory compliance followed by change. We contribute to the current literature review on financial and digital innovation by new entrants where this has also practical implications. We also provide for an updated review of the current regulatory issues addressing the contextual root causes of disruption within the financial services domain. The aim here is to assist market participants to improve effectiveness and collaboration. The difficulties arising from extensive regulation may suggest a more liberal and principled approach to financial regulation. Disruptive innovation has the potential for welfare outcomes for consumers, regulatory, and supervisory gains as well as reputational gains for the financial services industry. It becomes even more important as the financial services industry evolves. For example, the preparedness of the regulators to instil culture change and harmonise technological advancements with regulation could likely achieve many desired outcomes. Such results range from achieving an orderly market growth, further aiding systemic stability and restoring trust and confidence in the financial system. Our action-led research results have implications for both research and practice. These should be of interest to regulatory standard setters, investors, international organisations and other academics who are researching regulatory and competition issues, and their manifestation within the financial and social contexts. As a perspective on a social construct, this study appeals to regulators and law makers, entrepreneurs, and investors who participate in technology applied within the innovative financial services domain. It is also of interest to bankers who might consider FinTech and strategic partnerships as a prospective, future strategic direction.11We thank two anonymous referees for their very thoughtful and constructing comments who took a keen interest in reviewing our research and in this way contributed materially to the development of the paper. All other omissions and/or errors remain our own.;Ioannis Anagnostopoulos;"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q2)";89.0;394.0;United States;1978, 1980, 1982-2020;10.1016/j.jeconbus.2018.07.003;;50.0;;01486195;01486195;01486195;01486195;;FinTech, RegTech, Business models, Regulation, Financial services, Future research direction;Elsevier Inc.;;4451.0;Northern America;636.0;Q1;24378.0;Journal of economics and business;Fintech and regtech: impact on regulators and banks;;293.0;35.0;91.0;1558.0;journal;article;2018
"Purpose
Interest in leveraging real-world evidence (RWE) to support regulatory decision making for product effectiveness has been increasing globally as evident by the increasing number of regulatory frameworks and guidance documents. However, acceptance of RWE, especially before marketing for regulatory approval, differs across countries. In addition, guidance on the design and conduct of innovative clinical trials, such as randomized controlled registry studies, pragmatic trials, and other hybrid studies, is lacking.
Methods
We assessed the global regulatory environment with regard to RWE based on regional availability of the following 3 key regulatory elements: (1) RWE regulatory framework, (2) data quality and standards guidance. and (3) study methods guidance.
Findings
This article reviews the available frameworks and existing guidance from across the globe and discusses the observed gaps and opportunities for further development and harmonization.
Implications
Cross-country collaborations are encouraged to further shape and align RWE policies and help establish frameworks in countries without current policies with the goal of creating efficiencies when considering RWE to support regulatory decision-making globally.";Leah Burns and Nadege Le Roux and Robert Kalesnik-Orszulak and Jennifer Christian and Mathias Hukkelhoven and Frank Rockhold and John O'Donnell;"Pharmacology (Q2); Pharmacology (medical) (Q2)";587.0;233.0;United States;1977-2020;10.1016/j.clinthera.2022.01.012;0.009640000000000001;134.0;;01492918;1879114X;01492918;1879114X;3.393;Efficiency, Product effectiveness, Real-world evidence, Regulatory decision making;Elsevier Inc.;;4049.0;Northern America;925.0;Q2;29712.0;Clinical therapeutics;Real-world evidence for regulatory decision-making: guidance from around the world;9397.0;1766.0;223.0;672.0;9030.0;journal;article;2022
Use of administrative data to inform decision making is now commonplace throughout the public sector, including program and policy evaluation. While reuse of these data can reduce costs, improve methodologies, and shorten timelines, challenges remain. This article informs evaluators about the growing field of Integrated Data Systems (IDS), and how to leverage cross-sector administrative data in evaluation work. This article is informed by three sources: a survey of current data integration efforts in the United States (U.S.) (N=63), informational interviews with experts, and internal knowledge cultivated through Actionable Intelligence for Social Policy’s (AISP) 12+ years of work in the field. A brief discussion of the U.S. data integration context and history is provided, followed by discussion of tangible recommendations for evaluators, examples of evaluations relying on integrated data, and a list of U.S. IDS sites with publicly available processes for external data requests. Despite the challenges associated with reusing administrative data for program evaluation, IDS offer evaluators a new set of tools for leveraging data across institutional silos.;Sharon Zanti and Emily Berkowitz and Matthew Katz and Amy Hawn Nelson and T.C. Burnett and Dennis Culhane and Yixi Zhou;"Business and International Management (Q2); Geography, Planning and Development (Q2); Public Health, Environmental and Occupational Health (Q2); Social Psychology (Q2); Strategy and Management (Q2)";350.0;193.0;United Kingdom;1978-2020;10.1016/j.evalprogplan.2022.102093;0.0031;62.0;;01497189;01497189;18737870;01497189;1.849;Cross-sector data linkage, Integrated data systems, Administrative data reuse;Elsevier Ltd.;;4804.0;Western Europe;555.0;Q2;26602.0;Evaluation and program planning;Leveraging integrated data for program evaluation: recommendations from the field;3211.0;753.0;107.0;353.0;5140.0;journal;article;2022
Resting-state functional magnetic resonance imaging (RFMRI) enables researchers to monitor fluctuations in the spontaneous brain activities of thousands of regions in the human brain simultaneously, representing a popular tool for macro-scale functional connectomics to characterize normal brain function, mind-brain associations, and the various disorders. However, the test-retest reliability of RFMRI remains largely unknown. We review previously published papers on the test-retest reliability of voxel-wise metrics and conduct a meta-summary reliability analysis of seven common brain networks. This analysis revealed that the heteromodal associative (default, control, and attention) networks were mostly reliable across the seven networks. Regarding examined metrics, independent component analysis with dual regression, local functional homogeneity and functional homotopic connectivity were the three mostly reliable RFMRI metrics. These observations can guide the use of reliable metrics and further improvement of test-retest reliability for other metics in functional connectomics. We discuss the main issues with low reliability related to sub-optimal design and the choice of data processing options. Future research should use large-sample test-retest data to rectify both the within-subject and between-subject variability of RFMRI measurements and accelerate the application of functional connectomics.;Xi-Nian Zuo and Xiu-Xia Xing;"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)";883.0;790.0;United Kingdom;1978-2020;10.1016/j.neubiorev.2014.05.009;0.04897;240.0;;01497634;18737528;01497634;18737528;8.989;Test-retest reliability, Reproducibility, Resting state fMRI, Brain connectome, Functional connectomics;Elsevier Ltd.;;16320.0;Western Europe;3590.0;Q1;18045.0;Neuroscience and biobehavioral reviews;Test-retest reliabilities of resting-state fmri measurements in human brain functional connectomics: a systems neuroscience perspective;36525.0;8529.0;388.0;943.0;63323.0;journal;article;2014
;Audrey S. Paterson and Melanie J. Wilson;"Accounting (Q1); Finance (Q1)";68.0;293.0;United Kingdom;2004-2020;10.1016/j.accfor.2018.06.001;0.00074;45.0;;01559982;01559982;14676303;01559982;2.875;;Taylor and Francis Ltd.;;7562.0;Western Europe;942.0;Q1;145078.0;Accounting forum;;1522.0;228.0;21.0;73.0;1588.0;journal;article;2018
Numerous studies have shown that the increasing trend of respiratory diseases have been closely associated with the endogenous toxic chemicals (polycyclic aromatic hydrocarbons, heavy metal ions, etc.) in PM10. In the present study, we aim to determine the strong correlations between the chemicals in PM10 and the adverse consequences. We used the ChemView DB, the ToxRef DB and a comprehensive literature analysis to collect, identify, and evaluate the chemicals in PM10 and their adverse effects on respiratory system, and then used the ToxCast DB to analyze their bioactivity and key targets through 1192 molecular targets and cell characteristic endpoints. Meanwhile, the bioinformatics analysis were carried out on the molecular targets to screen out prevention and treatment targets. A total of 310 chemicals related to the respiratory system were identified. An unsupervised two-directional heatmap was constructed based on hierarchical clustering of 227 chemicals by their effect scores. A subset of 253 chemicals with respiratory system toxicity had in vitro bioactivity on 318 molecular targets that could be described, clustered and annotated in the heatmap and bipartite network, which were analyzed based on the protein information in UniProt KB database and the software of GO, STRING, and KEGG. These results showed that the chemicals in PM10 have strong correlation with different types of respiratory system injury. The main pathways of respiratory system injury caused by PM10 are the Calcium signaling pathway, MAPK signaling pathway, and PI3K-AKT signaling pathway, and the core proteins in which are likely to be the molecular targets for the prevention and treatment of damage caused by PM10.;Junyu Wang and Yixia Zhang and Zhijun Zhang and Wancong Yu and Ang Li and Xin Gao and Danyu Lv and Huaize Zheng and Xiaohong Kou and Zhaohui Xue;Environmental Science (miscellaneous) (Q1);1698.0;933.0;United Kingdom;1976-2020;10.1016/j.envint.2021.107040;;191.0;;01604120;18736750;01604120;18736750;;PM, Respiratory system injury, Bioinformatics analysis, Molecular targets, Signaling pathway;Elsevier Ltd.;;6526.0;Western Europe;2582.0;Q1;20912.0;Environmental international;Toxicology of respiratory system: profiling chemicals in pm10 for molecular targets and adverse outcomes;;16963.0;885.0;1729.0;57755.0;journal;article;2022
This study reviews 211 key papers published between 1968 and 2018, for a better understanding of how the methods of tourism demand forecasting have evolved over time. The key findings, drawn from comparisons of method-performance profiles over time, are that forecasting models have grown more diversified, that these models have been combined, and that the accuracy of forecasting has been improved. Given the complexity of determining tourism demand, there is no single method that performs well for all situations, and the evolution of forecasting methods is still ongoing. This article also launches the Annals of Tourism Research Curated Collection on tourism demand forecasting, which contains past and hot off the press work on the topic and will continue to grow as new articles on the topic appear in Annals.;Haiyan Song and Richard T.R. Qiu and Jinah Park;"Development (Q1); Tourism, Leisure and Hospitality Management (Q1)";335.0;670.0;United Kingdom;1973-2020;10.1016/j.annals.2018.12.001;0.00748;171.0;;01607383;01607383;01607383;01607383;9.011;Tourism demand, Time series, Econometric model, Forecast combination, Artificial intelligence model, Judgment forecasts;Elsevier Ltd.;;5610.0;Western Europe;2159.0;Q1;30718.0;Annals of tourism research;A review of research on tourism demand forecasting: launching the annals of tourism research curated collection on tourism demand forecasting;19981.0;2483.0;230.0;339.0;12904.0;journal;article;2019
